,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
102408,,,,,"('food', 'came', 'pretty')",40.0
102410,,,"('place', 'california')",6.0,,
102412,,,"('food', 'along')",12.0,,
102418,,,"('quite', 'quickly')",10.0,,
102419,,,"('quickly', 'waitress')",10.0,,
102424,,,"('came', 'time')",38.0,,
102428,,,"('didnt', 'put')",22.0,,
102432,,,"('matter', 'much')",19.0,,
102433,,,"('much', 'us')",8.0,,
102435,,,,,"('ordered', 'seared', 'tuna')",6.0
102437,,,"('ive', 'long')",67.0,,
102442,,,"('small', 'bottle')",6.0,,
102448,,,,,"('good', 'prices', 'service')",7.0
102450,,,"('looking', 'places')",6.0,,
102455,,,"('worth', 'taste')",8.0,,
102456,,,"('taste', 'love')",10.0,,
102471,,,"('go', 'solid')",8.0,,
102472,,,"('veggie', 'fried')",20.0,,
102473,,,"('rice', 'veggie')",12.0,,
102478,,,,,"('sometimes', 'live', 'music')",6.0
102480,,,"('def', 'order')",7.0,,
102481,,,"('order', 'pickup')",18.0,,
102484,,,"('good', '25')",10.0,,
102485,,,"('eat', 'better')",7.0,,
102486,,,"('definitely', 'plan')",52.0,,
102488,,,,,"('yummy', 'spicy', 'tuna')",7.0
102490,,,,,"('rolls', 'rainbow', 'roll')",13.0
102500,,,"('ok', 'like')",17.0,,
102503,,,"('go', 'city')",7.0,,
102509,,,"('soup', 'little')",45.0,,
102510,,,"('little', 'overall')",7.0,,
102511,,,"('interesting', 'rolls')",60.0,,
102515,,,"('flavor', 'place')",7.0,"('sushi', 'restaurant', 'great')",17.0
102516,,,,,"('restaurant', 'great', 'sushi')",7.0
102518,,,"('service', 'went')",38.0,,
102522,,,"('rolls', 'dessert')",21.0,,
102523,,,"('dessert', 'tried')",16.0,,
102525,,,"('potato', 'broccoli')",11.0,,
102535,,,"('still', 'awesome')",12.0,,
102536,,,"('awesome', 'pretty')",10.0,,
102537,,,"('much', 'tasted')",8.0,,
102542,,,"('roll', 'rather')",11.0,,
102543,,,"('rather', 'good')",13.0,,
102544,,,"('expensive', 'order')",6.0,,
102545,,,"('order', 'green')",14.0,,
102546,,,"('cream', 'excellent')",7.0,,
102547,,,"('service', 'helpful')",11.0,,
102551,,,"('clean', 'cozy')",16.0,,
102553,,,"('environment', 'staff')",6.0,,
102554,,,"('friendly', 'professional')",30.0,,
102561,,,,,"('cant', 'really', 'comment')",18.0
102563,,,"('fish', 'cuts')",9.0,,
102564,,,,,"('sushi', 'fish', 'fresh')",24.0
102565,,,"('nigiri', 'little')",11.0,,
102567,,,,,"('place', 'pretty', 'decent')",9.0
102568,,,"('option', 'near')",8.0,,
102573,,,"('go', 'favorite')",12.0,,
102574,,,"('spot', 'chinatown')",7.0,,
102577,,,"('sushi', 'pick')",9.0,,
102578,,,"('since', 'already')",15.0,,
102584,,,"('roll', 'absolutely')",56.0,,
102587,,,"('put', 'special')",6.0,,
102588,,,"('special', 'house')",10.0,,
102589,,,"('flavor', 'didnt')",22.0,,
102590,,,"('need', 'add')",25.0,,
102591,,,"('add', 'spicy')",11.0,,
102593,,,,,"('place', 'quick', 'service')",9.0
102596,,,"('better', 'idea')",7.0,,
102600,,,"('options', 'definitely')",18.0,,
102602,,,"('love', 'location')",28.0,,
102603,,,"('offer', 'service')",8.0,,
102605,,,,,"('tables', 'close', 'together')",13.0
102614,,,,,"('experience', 'great', 'sushi')",15.0
102615,,,"('parking', 'will')",9.0,,
102618,,,"('great', 'buffet')",16.0,,
102623,,,"('served', 'traditional')",7.0,,
102634,,,"('dishes', 'made')",18.0,,
102636,,,"('table', 'given')",6.0,,
102641,,,"('number', 'guests')",6.0,,
102648,,,"('place', 'orders')",10.0,,
102651,,,,,"('every', 'time', 'visit')",26.0
102653,,,"('still', 'steaming')",7.0,,
102658,,,"('use', 'order')",6.0,,
102659,,,,,"('look', 'forward', 'trying')",66.0
102662,,,"('buffet', 'really')",23.0,,
102672,,,,,"('place', 'quick', 'bite')",14.0
102673,,,"('seating', 'large')",9.0,,
102674,,,"('large', 'screen')",9.0,,
102688,,,"('price', 'happy')",27.0,,
102689,,,"('hour', 'wish')",6.0,,
102690,,,"('wish', 'happy')",6.0,,
102694,,,"('awesome', 'calamari')",6.0,,
102708,,,,,"('took', 'half', 'home')",6.0
102716,,,"('just', 'youd')",6.0,,
102726,,,"('outside', 'patio')",59.0,,
102752,,,"('keep', 'simple')",13.0,,
102758,,,"('fries', 'burger')",7.0,,
102770,,,"('peppers', 'onions')",27.0,,
102776,,,"('garlic', 'butter')",24.0,,
102800,,,,,"('place', 'really', 'like')",7.0
102807,,,,,"('lunch', 'dinner', 'lunch')",14.0
102809,,,"('get', 'seafood')",13.0,"('bento', 'boxes', 'great')",20.0
102825,,,"('nashville', 'good')",11.0,,
102832,,,"('fun', 'always')",14.0,,
102841,,,"('whole', 'table')",22.0,,
102845,,,"('sushi', 'byo')",8.0,,
102862,,,"('coming', 'way')",6.0,,
102863,,,"('way', 'keep')",11.0,,
102865,,,"('husband', 'happy')",6.0,,
102867,,,"('wants', 'sushi')",10.0,,
102878,,,"('well', 'weve')",7.0,,
102887,,,,,"('pink', 'soy', 'paper')",7.0
102892,,,"('dinner', 'close')",6.0,,
102902,,,"('come', 'without')",11.0,,
102908,,,"('place', 'staple')",9.0,,
102927,,,"('salmon', 'albacore')",12.0,,
102929,,,,,"('last', 'couple', 'times')",17.0
102931,,,"('salmon', '6')",6.0,,
102942,,,,,"('give', 'try', 'one')",7.0
102947,,,"('appetizers', 'half')",11.0,,
102956,,,"('though', 'portions')",7.0,,
102957,,,"('portions', 'bigger')",11.0,"('wonderful', 'selection', 'sushi')",6.0
102966,,,"('theyre', 'little')",13.0,,
102967,,,"('little', 'rude')",11.0,,
102972,,,"('making', 'fun')",8.0,,
102973,,,"('fun', 'order')",9.0,,
102978,,,"('deserves', '5')",11.0,,
102980,,,"('another', 'local')",6.0,,
102983,,,"('love', 'every')",16.0,,
102984,,,"('eat', 'leave')",8.0,,
102990,,,"('atmosphere', 'decor')",25.0,,
102991,,,"('excellent', 'always')",15.0,,
102992,,,"('many', 'yummy')",7.0,,
102994,,,"('dishes', 'choose')",18.0,,
103002,,,"('spent', 'lot')",15.0,,
103019,,,"('spot', 'fresh')",22.0,,
103021,,,"('locally', 'sourced')",6.0,,
103023,,,,,"('ive', 'never', 'done')",10.0
103028,,,,,"('heard', 'great', 'things')",39.0
103034,,,"('else', 'want')",12.0,,
103038,,,"('amount', 'seating')",15.0,,
103040,,,"('eat', 'lots')",7.0,,
103041,,,"('menu', 'especially')",16.0,,
103046,,,"('value', 'can')",12.0,,
103059,,,"('experienced', 'sushi')",19.0,,
103063,,,,,"('sit', 'hibachi', 'table')",12.0
103066,,,"('bar', 'go')",22.0,,
103073,,,"('us', 'plenty')",14.0,,
103074,,,"('plenty', 'variety')",10.0,,
103075,,,"('attentive', 'highly')",7.0,,
103079,,,"('room', 'went')",6.0,,
103104,,,,,"('sushi', 'poke', 'bowls')",13.0
103113,,,"('good', 'isnt')",15.0,,
103115,,,"('little', 'tokyo')",87.0,,
103118,,,"('stumble', 'upon')",9.0,,
103119,,,"('upon', 'little')",6.0,,
103122,,,,,"('good', 'sushi', 'pretty')",19.0
103127,,,"('edamame', 'also')",24.0,,
103128,,,"('also', 'chose')",8.0,,
103131,,,"('special', 'volcano')",9.0,,
103132,,,"('plan', 'returning')",28.0,,
103134,,,"('okay', 'food')",9.0,,
103136,,,"('worthy', '5')",8.0,,
103137,,,"('star', 'just')",19.0,,
103139,,,"('nashville', 'one')",10.0,,
103144,,,"('toro', 'uni')",8.0,,
103149,,,"('busy', 'usually')",8.0,,
103150,,,"('longer', 'get')",16.0,,
103168,,,,,"('see', 'negative', 'reviews')",6.0
103171,,,"('always', 'felt')",8.0,,
103183,,,"('nigiri', 'always')",17.0,,
103186,,,,,"('everything', 'ordered', 'delicious')",16.0
103187,,,"('specials', 'ordered')",16.0,,
103188,,,"('ordered', 'cooked')",12.0,,
103192,,,"('ordered', 'bibimbap')",8.0,,
103198,,,"('rice', 'much')",31.0,,
103204,,,"('bulgogi', 'good')",10.0,,
103206,,,"('wasnt', 'even')",41.0,"('weve', 'never', 'bad')",10.0
103207,,,"('close', 'best')",6.0,,
103212,,,"('lettuce', 'wrap')",32.0,,
103216,,,"('mention', 'can')",9.0,,
103220,,,"('fish', 'eel')",8.0,,
103221,,,"('eel', 'cream')",9.0,,
103223,,,"('taste', 'get')",9.0,,
103224,,,"('get', 'every')",42.0,,
103225,,,"('also', 'lunch')",30.0,,
103228,,,"('come', 'delicious')",9.0,,
103233,,,,,"('ive', 'twice', 'now')",26.0
103234,,,,,"('twice', 'now', 'times')",12.0
103236,,,"('well', 'tried')",18.0,,
103249,,,"('lunch', 'better')",8.0,,
103254,,,"('almost', '4')",10.0,,
103255,,,"('years', 'just')",12.0,,
103256,,,"('just', 'now')",22.0,,
103258,,,"('decided', 'venture')",13.0,,
103262,,,"('rolls', 'american')",6.0,,
103266,,,"('sushi', 'yellowtail')",10.0,,
103267,,,"('tuna', 'masago')",8.0,,
103272,,,"('came', '30')",12.0,,
103273,,,,,"('spicy', 'tuna', 'philadelphia')",9.0
103280,,,"('looking', 'rolls')",9.0,,
103282,,,"('fish', 'ever')",12.0,,
103283,,,"('ever', 'everything')",7.0,,
103284,,,"('really', 'tasted')",8.0,,
103285,,,"('tasted', 'looked')",6.0,,
103286,,,"('good', 'offer')",13.0,,
103292,,,"('took', '1')",12.0,"('second', 'time', 'went')",33.0
103293,,,"('slow', 'just')",11.0,,
103294,,,"('person', 'party')",16.0,,
103296,,,"('quite', 'varied')",6.0,,
103297,,,"('varied', 'menu')",19.0,,
103300,,,"('certainly', 'come')",17.0,,
103302,,,"('certainly', 'one')",7.0,,
103303,,,"('sushi', 'establishments')",25.0,,
103304,,,"('establishments', 'area')",6.0,,
103308,,,"('lots', 'things')",10.0,,
103309,,,"('things', 'choose')",16.0,,
103310,,,"('choose', 'great')",11.0,,
103311,,,"('great', 'mix')",19.0,,
103315,,,"('weird', 'thing')",32.0,,
103316,,,"('thing', 'super')",6.0,,
103329,,,"('eating', 'bar')",13.0,,
103330,,,"('table', 'cook')",6.0,,
103334,,,"('share', 'experience')",7.0,,
103335,,,"('another', 'party')",12.0,,
103342,,,"('mean', 'like')",11.0,,
103345,,,,,"('4', 'stars', 'dont')",9.0
103346,,,"('dont', 'give')",56.0,,
103353,,,"('spot', 'tried')",10.0,,
103357,,,"('favorite', 'tried')",7.0,,
103363,,,"('fancy', 'sushi')",60.0,,
103365,,,"('food', 'real')",14.0,,
103368,,,"('havent', 'gone')",13.0,,
103375,,,"('roll', 'raw')",20.0,,
103380,,,"('indoor', 'outdoor')",54.0,,
103383,,,"('ahead', 'reserve')",6.0,,
103385,,,,,"('like', 'place', 'good')",9.0
103387,,,"('table', 'thats')",7.0,,
103392,,,"('can', 'fit')",19.0,,
103397,,,"('amazing', 'everyone')",8.0,,
103402,,,"('ramen', 'came')",34.0,,
103410,,,,,"('place', 'super', 'clean')",9.0
103411,,,"('complaint', 'little')",9.0,,
103415,,,"('just', 'tad')",48.0,,
103419,,,"('change', 'things')",9.0,,
103421,,,"('ramen', 'option')",6.0,,
103434,,,"('walking', 'restaurant')",13.0,,
103437,,,"('small', 'outside')",16.0,,
103438,,,"('outside', 'actually')",6.0,,
103440,,,"('great', 'times')",25.0,,
103441,,,"('times', 'boyfriend')",7.0,,
103444,,,"('got', 'happy')",15.0,,
103451,,,"('rice', 'thats')",23.0,,
103456,,,,,"('service', 'excellent', 'friendly')",16.0
103458,,,"('serves', 'good')",11.0,,
103466,,,"('special', 'spicy')",30.0,"('just', 'recently', 'moved')",7.0
103468,,,,,"('area', 'craving', 'sushi')",24.0
103477,,,,,"('theres', 'wide', 'variety')",8.0
103480,,,"('overpriced', 'great')",8.0,,
103485,,,"('wait', 'next')",19.0,,
103495,,,"('center', 'right')",7.0,,
103501,,,"('although', 'prefer')",7.0,"('miso', 'soup', 'miso')",14.0
103502,,,,,"('soup', 'miso', 'soup')",23.0
103503,,,,,"('miso', 'soup', 'hot')",21.0
103509,,,"('will', 'even')",18.0,,
103513,,,,,"('taste', 'even', 'better')",6.0
103523,,,"('flavors', 'sushi')",9.0,,
103541,,,"('cut', 'sashimi')",10.0,,
103544,,,"('plate', 'left')",6.0,,
103546,,,"('whole', 'fish')",23.0,,
103553,,,"('deep', 'fry')",12.0,,
103555,,,,,"('every', 'japanese', 'restaurant')",6.0
103560,,,"('okay', 'like')",11.0,,
103569,,,,,"('forgot', 'take', 'picture')",10.0
103579,,,"('sliced', 'cucumber')",15.0,,
103582,,,"('fresh', 'water')",17.0,,
103583,,,"('water', 'eel')",15.0,,
103584,,,"('eel', 'inside')",7.0,,
103589,,,"('crunch', 'spicy')",23.0,,
103591,,,"('crunchy', 'flakes')",9.0,,
103595,,,"('eat', 'always')",16.0,,
103606,,,,,"('one', 'best', 'rolls')",22.0
103607,,,,,"('best', 'rolls', 'ive')",27.0
103608,,,"('one', 'local')",13.0,,
103613,,,,,"('shrimp', 'tempura', 'spicy')",45.0
103614,,,,,"('tempura', 'spicy', 'tuna')",30.0
103619,,,,,"('soy', 'paper', 'wrap')",6.0
103623,,,"('location', 'plenty')",6.0,,
103625,,,"('crowded', 'seated')",11.0,,
103630,,,"('beautifully', 'displayed')",7.0,,
103634,,,"('friendly', 'checked')",10.0,,
103635,,,"('checked', 'often')",9.0,,
103636,,,"('often', 'will')",14.0,,
103648,,,"('thing', 'happy')",6.0,,
103657,,,"('food', 'ordering')",9.0,,
103658,,,"('ordering', 'went')",7.0,,
103661,,,,,"('mood', 'sushi', 'place')",7.0
103664,,,"('way', 'overall')",9.0,,
103690,,,"('es', 'muy')",6.0,,
103714,,,,,"('werent', 'bad', 'just')",6.0
103732,,,"('parking', 'food')",9.0,,
103734,,,"('need', 'better')",17.0,,
103743,,,"('dinner', 'celebrate')",6.0,,
103750,,,"('able', 'score')",6.0,,
103757,,,"('restaurant', 'must')",11.0,,
103769,,,"('keep', 'us')",30.0,,
103772,,,,,"('us', 'ordered', 'sushi')",11.0
103777,,,"('restaurant', 'seated')",17.0,,
103785,,,"('chef', 'prepare')",12.0,,
103788,,,"('chicken', 'seafood')",17.0,,
103789,,,"('seafood', 'dishes')",17.0,,
103792,,,,,"('took', '30', 'minutes')",14.0
103808,,,"('perused', 'menu')",18.0,,
103813,,,,,"('food', 'good', 'can')",12.0
103814,,,"('clear', 'onion')",8.0,,
103817,,,"('miso', 'dressing')",16.0,,
103824,,,"('several', 'us')",8.0,,
103825,,,"('rolls', 'gyoza')",20.0,,
103827,,,"('passed', 'around')",12.0,,
103836,,,"('sirloin', 'steak')",7.0,,
103837,,,"('steak', 'filet')",9.0,,
103840,,,"('ny', 'strip')",55.0,,
103844,,,"('maine', 'lobster')",20.0,,
103846,,,"('sea', 'scallops')",20.0,,
103853,,,"('shrimp', 'first')",6.0,,
103862,,,,,"('fresh', 'good', 'great')",6.0
103865,,,"('grill', 'chef')",7.0,,
103866,,,"('chef', 'started')",9.0,,
103871,,,,,"('3', 'stars', 'food')",8.0
103872,,,"('set', 'front')",9.0,,
103876,,,"('sauce', 'seafood')",8.0,,
103877,,,"('seafood', 'veggies')",8.0,,
103883,,,"('chef', 'busy')",7.0,,
103891,,,,,"('second', 'time', 'came')",12.0
103895,,,"('knife', 'skills')",15.0,,
103907,,,,,"('best', 'part', 'meal')",37.0
103909,,,,,"('meal', 'fried', 'rice')",7.0
103923,,,,,"('good', 'time', 'friends')",6.0
103927,,,"('next', 'came')",13.0,,
103930,,,,,"('wouldnt', 'mind', 'coming')",10.0
103931,,,,,"('mind', 'coming', 'back')",12.0
103934,,,"('pieces', 'cooked')",6.0,,
103935,,,"('cooked', 'vegetables')",10.0,,
103942,,,,,"('always', 'friendly', 'staff')",7.0
103943,,,,,"('friendly', 'staff', 'will')",13.0
103954,,,"('different', 'proteins')",6.0,,
103963,,,"('things', 'around')",7.0,,
103964,,,"('around', 'grill')",11.0,,
103976,,,,,"('reason', 'giving', '4')",21.0
103981,,,"('meal', 'wasnt')",20.0,,
103982,,,"('wasnt', 'cheap')",11.0,,
103996,,,"('place', 'entire')",6.0,,
103997,,,"('entire', 'family')",8.0,,
103998,,,"('family', 'kids')",10.0,"('sushi', 'good', 'food')",16.0
104002,,,"('saw', 'another')",15.0,,
104015,,,,,"('fresh', 'flavorful', 'rolls')",6.0
104018,,,,,"('wait', 'wasnt', 'bad')",7.0
104019,,,"('neighborhood', 'gem')",13.0,,
104028,,,,,"('couple', 'rolls', 'sushi')",7.0
104032,,,,,"('bowls', 'miso', 'soup')",8.0
104043,,,"('fairly', 'full')",6.0,,
104045,,,"('local', 'area')",15.0,,
104047,,,"('random', 'sushi')",7.0,,
104053,,,"('wine', 'prices')",7.0,"('one', 'last', 'thing')",7.0
104063,,,"('place', 'gorgeous')",12.0,,
104068,,,"('decor', 'ordered')",7.0,,
104071,,,"('delicious', 'sake')",7.0,,
104073,,,"('rolls', 'sampled')",7.0,,
104088,,,,,"('sushi', 'chef', 'came')",14.0
104091,,,"('live', 'sushi')",7.0,,
104095,,,"('quick', 'fast')",7.0,,
104098,,,"('someone', 'doesnt')",17.0,,
104116,,,"('decently', 'fresh')",6.0,,
104132,,,"('sushi', 'yum')",9.0,,
104145,,,"('eat', 'alone')",9.0,,
104147,,,"('well', 'almost')",7.0,,
104150,,,"('serve', 'good')",19.0,,
104153,,,"('sure', 'give')",9.0,,
104154,,,"('give', 'large')",11.0,,
104155,,,"('noodles', 'dishes')",10.0,,
104163,,,"('remember', 'good')",14.0,,
104164,,,"('seen', 'many')",22.0,"('best', 'hes', 'ever')",6.0
104165,,,"('many', 'friends')",16.0,,
104168,,,"('birthday', 'parties')",14.0,,
104176,,,,,"('ordered', 'lot', 'food')",16.0
104191,,,"('review', 'since')",10.0,,
104193,,,"('small', 'limited')",11.0,,
104195,,,"('overall', 'always')",9.0,,
104196,,,"('compared', 'japanese')",12.0,,
104197,,,,,"('definitely', 'place', 'go')",17.0
104199,,,"('rewards', 'card')",15.0,,
104203,,,"('every', 'dollar')",8.0,,
104211,,,"('love', 'pho')",15.0,,
104212,,,"('pho', 'beef')",10.0,,
104213,,,"('beef', 'noodle')",41.0,,
104214,,,"('soup', 'im')",16.0,,
104216,,,"('delicious', 'delicious')",16.0,,
104217,,,"('let', 'strip')",10.0,,
104221,,,"('nice', 'inviting')",8.0,,
104228,,,"('place', 'far')",46.0,,
104232,,,"('rolls', 'soups')",9.0,,
104235,,,,,"('place', 'cant', 'wait')",16.0
104240,,,"('fish', 'taste')",30.0,,
104244,,,"('good', 'saki')",10.0,,
104245,,,"('saki', 'list')",6.0,,
104251,,,"('service', 'horrible')",20.0,,
104259,,,"('well', 'given')",6.0,,
104260,,,"('given', '3')",13.0,,
104261,,,"('really', 'made')",59.0,,
104263,,,,,"('can', 'look', 'past')",6.0
104265,,,"('lunch', 'came')",24.0,,
104266,,,"('try', 'glad')",17.0,,
104268,,,"('service', 'plenty')",10.0,,
104269,,,"('ever', 'sushi')",45.0,,
104272,,,"('frequent', 'sushi')",17.0,,
104275,,,"('need', 'eat')",16.0,,
104286,,,"('dinein', 'experience')",12.0,,
104289,,,,,"('got', 'just', 'time')",6.0
104291,,,"('days', 'later')",27.0,,
104297,,,"('still', 'going')",15.0,"('fresh', 'prepared', 'well')",9.0
104300,,,"('warmly', 'greeted')",17.0,,
104303,,,"('seated', 'one')",20.0,,
104304,,,"('private', 'booths')",16.0,,
104311,,,"('island', 'roll')",19.0,,
104317,,,,,"('lunch', 'one', 'day')",27.0
104318,,,"('beautifully', 'tasted')",6.0,,
104332,,,"('friendly', 'one')",20.0,,
104333,,,"('one', 'daughters')",6.0,,
104349,,,,,"('id', 'probably', 'come')",10.0
104353,,,"('fire', 'roll')",58.0,,
104366,,,"('since', 'family')",7.0,"('located', 'right', 'next')",9.0
104378,,,,,"('one', 'best', 'things')",28.0
104379,,,,,"('best', 'things', 'ive')",9.0
104380,,,,,"('things', 'ive', 'ever')",11.0
104385,,,"('absolutely', 'return')",6.0,,
104395,,,"('large', 'beer')",8.0,,
104398,,,"('probably', 'better')",28.0,,
104401,,,"('spot', 'fish')",9.0,,
104407,,,"('portion', 'fish')",23.0,,
104409,,,"('food', 'needs')",8.0,,
104411,,,,,"('food', 'pleasantly', 'surprised')",11.0
104412,,,,,"('pleasantly', 'surprised', 'selection')",6.0
104422,,,"('decent', 'price')",128.0,,
104427,,,"('restaurant', 'nicely')",25.0,,
104430,,,"('brick', 'walls')",20.0,"('pretty', 'good', 'also')",36.0
104431,,,,,"('good', 'also', 'love')",7.0
104433,,,,,"('love', 'can', 'order')",6.0
104439,,,"('place', 'mainly')",8.0,,
104449,,,"('efficient', 'pleasant')",6.0,,
104450,,,,,"('place', 'look', 'forward')",9.0
104451,,,,,"('look', 'forward', 'next')",31.0
104454,,,"('people', 'serving')",14.0,,
104458,,,"('sushi', 'keeps')",8.0,,
104461,,,"('black', 'pepper')",47.0,,
104462,,,"('pepper', 'chicken')",26.0,,
104463,,,"('chicken', 'vegetable')",12.0,,
104464,,,,,"('roll', 'crunch', 'roll')",16.0
104479,,,"('glass', 'full')",10.0,,
104484,,,,,"('service', 'fast', 'waitress')",6.0
104491,,,"('traditional', 'dining')",7.0,,
104493,,,"('food', 'rolls')",26.0,,
104495,,,"('went', 'service')",24.0,,
104496,,,"('little', 'spotty')",14.0,,
104500,,,"('just', 'many')",18.0,,
104501,,,"('places', 'choose')",8.0,,
104504,,,"('close', 'place')",17.0,,
104507,,,"('top', '10')",18.0,,
104509,,,"('took', 'girlfriend')",9.0,,
104512,,,"('pleased', 'experience')",25.0,,
104521,,,,,"('crunch', 'roll', 'also')",6.0
104525,,,"('excellent', 'steak')",6.0,,
104529,,,"('birthday', 'girl')",16.0,,
104532,,,,,"('sushi', 'place', 'south')",12.0
104540,,,"('spot', 'ill')",10.0,,
104541,,,"('returning', 'one')",7.0,,
104543,,,"('good', 'couple')",28.0,,
104544,,,"('couple', 'small')",10.0,,
104547,,,,,"('roll', 'salmon', 'roll')",37.0
104549,,,"('gets', 'really')",26.0,,
104553,,,"('impossible', 'eat')",13.0,,
104555,,,"('takes', 'forever')",19.0,,
104561,,,"('least', 'hour')",8.0,,
104562,,,"('since', 'food')",34.0,,
104563,,,"('great', 'tastes')",8.0,,
104564,,,"('fresh', 'sometimes')",7.0,,
104565,,,"('sometimes', 'theres')",12.0,,
104566,,,"('theres', 'bit')",6.0,,
104575,,,,,"('service', 'ill', 'definitely')",6.0
104577,,,"('packed', 'full')",21.0,,
104578,,,"('full', 'people')",14.0,,
104579,,,"('place', 'seem')",12.0,"('sushi', 'food', 'always')",7.0
104581,,,,,"('always', 'busy', 'go')",6.0
104596,,,"('tail', 'tuna')",14.0,,
104600,,,"('salmon', 'hand')",16.0,,
104601,,,"('great', 'wait')",26.0,,
104604,,,"('little', 'difficult')",36.0,,
104605,,,"('order', 'waitress')",12.0,,
104611,,,"('takeout', 'twice')",14.0,,
104615,,,,,"('taking', 'one', 'star')",9.0
104616,,,"('fresh', 'lunch')",10.0,,
104623,,,,,"('wait', '5', 'minutes')",8.0
104627,,,"('impressed', 'great')",14.0,,
104629,,,,,"('can', 'order', 'menu')",13.0
104630,,,"('999', 'can')",6.0,,
104631,,,"('appetizers', 'soups')",22.0,,
104635,,,,,"('iced', 'green', 'tea')",24.0
104639,,,"('seen', 'anything')",9.0,,
104643,,,"('eyes', 'bigger')",24.0,,
104644,,,"('bigger', 'stomach')",12.0,,
104654,,,"('good', 'crab')",42.0,,
104658,,,"('thought', 'sure')",6.0,,
104660,,,"('rolls', 'ample')",7.0,,
104685,,,"('times', 'make')",12.0,,
104687,,,"('tako', 'yaki')",18.0,,
104692,,,"('pacific', 'counter')",11.0,,
104697,,,"('dole', 'whip')",6.0,,
104700,,,"('even', 'fun')",8.0,,
104709,,,"('fresh', 'healthy')",14.0,,
104710,,,"('healthy', 'choices')",8.0,,
104716,,,"('check', 'food')",18.0,,
104735,,,"('cant', 'see')",22.0,,
104747,,,"('running', 'back')",11.0,,
104756,,,"('rating', 'service')",11.0,,
104773,,,"('kind', 'good')",6.0,,
104774,,,"('around', 'go')",6.0,,
104775,,,"('definitely', 'ask')",9.0,,
104776,,,"('ask', 'server')",40.0,,
104780,,,"('love', 'crab')",26.0,,
104787,,,"('awesome', 'went')",10.0,,
104789,,,"('better', 'fried')",8.0,,
104791,,,"('return', 'stopped')",8.0,,
104795,,,"('great', 'started')",17.0,,
104803,,,"('dessert', 'took')",6.0,,
104805,,,"('finally', 'arrived')",11.0,,
104810,,,"('sent', 'back')",26.0,,
104811,,,"('never', 'get')",53.0,,
104812,,,"('get', 'dessert')",23.0,,
104815,,,"('said', 'id')",8.0,,
104817,,,"('allyoucaneat', 'special')",6.0,,
104819,,,"('friendly', 'just')",23.0,,
104822,,,"('seems', 'popular')",10.0,,
104823,,,"('popular', 'place')",41.0,,
104832,,,"('rice', 'tuna')",16.0,,
104833,,,"('rice', 'absolutely')",7.0,,
104837,,,"('one', 'another')",40.0,,
104840,,,"('notch', 'place')",7.0,,
104841,,,"('average', 'bad')",7.0,"('salmon', 'avocado', 'maki')",6.0
104844,,,"('work', 'good')",9.0,"('exactly', 'youd', 'expect')",11.0
104845,,,,,"('youd', 'expect', 'sushi')",7.0
104851,,,"('go', 'recommend')",16.0,,
104852,,,"('recommend', 'reservation')",8.0,,
104854,,,"('old', 'loves')",7.0,,
104858,,,"('kids', 'great')",6.0,,
104861,,,"('us', 'every')",29.0,,
104863,,,"('good', 'large')",52.0,,
104866,,,,,"('everything', 'reasonably', 'priced')",13.0
104874,,,"('oysters', 'great')",10.0,,
104881,,,"('took', 'great')",24.0,"('excellent', 'quality', 'sushi')",6.0
104882,,,"('us', 'good')",58.0,,
104883,,,"('overall', 'quality')",47.0,,
104884,,,"('good', 'enjoy')",21.0,,
104886,,,"('dish', 'green')",7.0,,
104887,,,"('curry', 'coconut')",12.0,,
104903,,,"('kind', 'girl')",6.0,,
104908,,,,,"('staff', 'nice', 'attentive')",15.0
104912,,,"('kiwi', 'mango')",6.0,,
104922,,,"('since', 'also')",7.0,,
104926,,,"('meal', 'new')",7.0,,
104927,,,"('new', 'friends')",13.0,,
104929,,,"('items', 'order')",19.0,,
104930,,,"('close', 'proximity')",23.0,,
104932,,,"('thing', 'also')",12.0,,
104941,,,"('yum', 'place')",14.0,,
104942,,,"('cheap', 'food')",25.0,,
104943,,,"('prices', 'one')",7.0,,
104944,,,"('two', 'couples')",17.0,,
104952,,,"('2', 'apps')",10.0,,
104959,,,"('byob', 'definitely')",18.0,,
104962,,,"('big', 'night')",6.0,,
104963,,,"('small', 'parties')",7.0,,
104977,,,"('place', 'expensive')",16.0,,
104990,,,"('taste', 'wasnt')",20.0,,
104996,,,"('dishes', 'better')",15.0,,
105002,,,"('good', 'kinda')",14.0,,
105005,,,"('2', 'restaurants')",9.0,,
105016,,,"('get', 'rice')",22.0,,
105018,,,"('though', '2')",6.0,,
105019,,,"('enough', 'meal')",9.0,,
105021,,,"('coworker', 'ordered')",12.0,,
105025,,,"('sashimi', 'ordered')",17.0,,
105026,,,"('ordered', 'ramen')",43.0,,
105027,,,"('ramen', 'main')",6.0,,
105038,,,"('skewers', 'also')",8.0,,
105040,,,"('sauce', 'sashimi')",10.0,,
105043,,,"('liked', 'seafood')",6.0,,
105044,,,"('seafood', 'ramen')",20.0,,
105047,,,"('clean', 'fast')",12.0,,
105050,,,,,"('times', 'food', 'good')",20.0
105058,,,"('ordered', 'stuffed')",7.0,,
105061,,,"('excellently', 'prepared')",11.0,,
105063,,,"('restaurant', 'ambiance')",11.0,,
